01/22 11:16:30 PM | multilayer_inter2_capsnet_cifar10_model best accuracy=78.550 saved at: /content/drive/MyDrive/MSc_AI/Course/OCOM5300M-AI_Project/code_repository/results/train/cifar10/Trained_multilayer_inter2_capsnet_cifar10_model_Epoch11_of_30.pt
01/23 12:41:51 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(32/1563), Loss=0.0712, Top 1 Acc=92.80, Top 5 Acc=99.81
01/23 12:42:07 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(64/1563), Loss=0.0717, Top 1 Acc=93.03, Top 5 Acc=99.62
01/23 12:42:22 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(96/1563), Loss=0.0714, Top 1 Acc=93.20, Top 5 Acc=99.48
01/23 12:42:38 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(128/1563), Loss=0.0690, Top 1 Acc=93.53, Top 5 Acc=99.54
01/23 12:42:54 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(160/1563), Loss=0.0697, Top 1 Acc=93.40, Top 5 Acc=99.48
01/23 12:43:10 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(192/1563), Loss=0.0705, Top 1 Acc=93.25, Top 5 Acc=99.48
01/23 12:43:25 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(224/1563), Loss=0.0703, Top 1 Acc=93.31, Top 5 Acc=99.47
01/23 12:43:41 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(256/1563), Loss=0.0701, Top 1 Acc=93.30, Top 5 Acc=99.50
01/23 12:43:57 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(288/1563), Loss=0.0698, Top 1 Acc=93.30, Top 5 Acc=99.51
01/23 12:44:13 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(320/1563), Loss=0.0706, Top 1 Acc=93.16, Top 5 Acc=99.53
01/23 12:44:29 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(352/1563), Loss=0.0702, Top 1 Acc=93.28, Top 5 Acc=99.57
01/23 12:44:45 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(384/1563), Loss=0.0702, Top 1 Acc=93.21, Top 5 Acc=99.57
01/23 12:45:00 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(416/1563), Loss=0.0700, Top 1 Acc=93.25, Top 5 Acc=99.55
01/23 12:45:16 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(448/1563), Loss=0.0702, Top 1 Acc=93.24, Top 5 Acc=99.55
01/23 12:45:32 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(480/1563), Loss=0.0698, Top 1 Acc=93.31, Top 5 Acc=99.55
01/23 12:45:48 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(512/1563), Loss=0.0698, Top 1 Acc=93.33, Top 5 Acc=99.54
01/23 12:46:04 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(544/1563), Loss=0.0703, Top 1 Acc=93.33, Top 5 Acc=99.52
01/23 12:46:19 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(576/1563), Loss=0.0701, Top 1 Acc=93.38, Top 5 Acc=99.53
01/23 12:46:35 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(608/1563), Loss=0.0699, Top 1 Acc=93.40, Top 5 Acc=99.53
01/23 12:46:51 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(640/1563), Loss=0.0700, Top 1 Acc=93.40, Top 5 Acc=99.53
01/23 12:47:07 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(672/1563), Loss=0.0700, Top 1 Acc=93.42, Top 5 Acc=99.54
01/23 12:47:22 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(704/1563), Loss=0.0698, Top 1 Acc=93.50, Top 5 Acc=99.55
01/23 12:47:38 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(736/1563), Loss=0.0703, Top 1 Acc=93.40, Top 5 Acc=99.57
01/23 12:47:54 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(768/1563), Loss=0.0707, Top 1 Acc=93.32, Top 5 Acc=99.56
01/23 12:48:10 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(800/1563), Loss=0.0708, Top 1 Acc=93.32, Top 5 Acc=99.55
01/23 12:48:26 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(832/1563), Loss=0.0707, Top 1 Acc=93.31, Top 5 Acc=99.55
01/23 12:48:41 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(864/1563), Loss=0.0707, Top 1 Acc=93.31, Top 5 Acc=99.55
01/23 12:48:57 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(896/1563), Loss=0.0712, Top 1 Acc=93.23, Top 5 Acc=99.54
01/23 12:49:13 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(928/1563), Loss=0.0714, Top 1 Acc=93.22, Top 5 Acc=99.54
01/23 12:49:29 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(960/1563), Loss=0.0715, Top 1 Acc=93.22, Top 5 Acc=99.54
01/23 12:49:44 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(992/1563), Loss=0.0720, Top 1 Acc=93.18, Top 5 Acc=99.54
01/23 12:50:00 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1024/1563), Loss=0.0722, Top 1 Acc=93.15, Top 5 Acc=99.55
01/23 12:50:16 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1056/1563), Loss=0.0723, Top 1 Acc=93.11, Top 5 Acc=99.55
01/23 12:50:32 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1088/1563), Loss=0.0723, Top 1 Acc=93.11, Top 5 Acc=99.55
01/23 12:50:48 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1120/1563), Loss=0.0724, Top 1 Acc=93.05, Top 5 Acc=99.55
01/23 12:51:03 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1152/1563), Loss=0.0727, Top 1 Acc=93.02, Top 5 Acc=99.54
01/23 12:51:19 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1184/1563), Loss=0.0727, Top 1 Acc=93.01, Top 5 Acc=99.54
01/23 12:51:35 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1216/1563), Loss=0.0729, Top 1 Acc=92.97, Top 5 Acc=99.54
01/23 12:51:51 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1248/1563), Loss=0.0732, Top 1 Acc=92.93, Top 5 Acc=99.53
01/23 12:52:06 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1280/1563), Loss=0.0734, Top 1 Acc=92.91, Top 5 Acc=99.52
01/23 12:52:22 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1312/1563), Loss=0.0736, Top 1 Acc=92.89, Top 5 Acc=99.52
01/23 12:52:38 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1344/1563), Loss=0.0737, Top 1 Acc=92.88, Top 5 Acc=99.52
01/23 12:52:54 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1376/1563), Loss=0.0738, Top 1 Acc=92.86, Top 5 Acc=99.53
01/23 12:53:09 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1408/1563), Loss=0.0739, Top 1 Acc=92.85, Top 5 Acc=99.52
01/23 12:53:25 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1440/1563), Loss=0.0740, Top 1 Acc=92.83, Top 5 Acc=99.52
01/23 12:53:41 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1472/1563), Loss=0.0740, Top 1 Acc=92.84, Top 5 Acc=99.51
01/23 12:53:57 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1504/1563), Loss=0.0742, Top 1 Acc=92.80, Top 5 Acc=99.52
01/23 12:54:13 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=7, Iteration=(1536/1563), Loss=0.0743, Top 1 Acc=92.79, Top 5 Acc=99.51
01/23 12:55:05 AM | multilayer_inter3_capsnet_cifar10_model Validation - Loss=0.1727, Top 1 Acc=78.240, Top 5 Acc=98.130
01/23 12:55:05 AM | Epoch 7 complete. Saved Checkpoint: /content/drive/MyDrive/MSc_AI/Course/OCOM5300M-AI_Project/code_repository/results/train/cifar10/Trained_multilayer_inter3_capsnet_cifar10_model_Epoch7_of_15.pt
01/23 12:55:05 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(0/1563), Loss=0.0482, Top 1 Acc=93.75, Top 5 Acc=100.00
01/23 12:55:21 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(32/1563), Loss=0.0546, Top 1 Acc=95.36, Top 5 Acc=99.81
01/23 12:55:37 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(64/1563), Loss=0.0526, Top 1 Acc=95.62, Top 5 Acc=99.81
01/23 12:55:53 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(96/1563), Loss=0.0497, Top 1 Acc=95.97, Top 5 Acc=99.74
01/23 12:56:09 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(128/1563), Loss=0.0482, Top 1 Acc=96.29, Top 5 Acc=99.78
01/23 12:56:25 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(160/1563), Loss=0.0489, Top 1 Acc=96.08, Top 5 Acc=99.77
01/23 12:56:40 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(192/1563), Loss=0.0479, Top 1 Acc=96.19, Top 5 Acc=99.77
01/23 12:56:56 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(224/1563), Loss=0.0480, Top 1 Acc=96.22, Top 5 Acc=99.74
01/23 12:57:12 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(256/1563), Loss=0.0478, Top 1 Acc=96.24, Top 5 Acc=99.73
01/23 12:57:28 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(288/1563), Loss=0.0485, Top 1 Acc=96.18, Top 5 Acc=99.73
01/23 12:57:43 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(320/1563), Loss=0.0480, Top 1 Acc=96.24, Top 5 Acc=99.74
01/23 12:57:59 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(352/1563), Loss=0.0480, Top 1 Acc=96.28, Top 5 Acc=99.73
01/23 12:58:15 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(384/1563), Loss=0.0478, Top 1 Acc=96.32, Top 5 Acc=99.72
01/23 12:58:31 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(416/1563), Loss=0.0475, Top 1 Acc=96.37, Top 5 Acc=99.72
01/23 12:58:46 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(448/1563), Loss=0.0478, Top 1 Acc=96.31, Top 5 Acc=99.72
01/23 12:59:02 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(480/1563), Loss=0.0477, Top 1 Acc=96.33, Top 5 Acc=99.69
01/23 12:59:18 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(512/1563), Loss=0.0479, Top 1 Acc=96.28, Top 5 Acc=99.70
01/23 12:59:34 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(544/1563), Loss=0.0478, Top 1 Acc=96.27, Top 5 Acc=99.70
01/23 12:59:50 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(576/1563), Loss=0.0483, Top 1 Acc=96.19, Top 5 Acc=99.70
01/23 01:00:05 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(608/1563), Loss=0.0485, Top 1 Acc=96.15, Top 5 Acc=99.70
01/23 01:00:21 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(640/1563), Loss=0.0487, Top 1 Acc=96.17, Top 5 Acc=99.70
01/23 01:00:37 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(672/1563), Loss=0.0489, Top 1 Acc=96.16, Top 5 Acc=99.71
01/23 01:00:53 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(704/1563), Loss=0.0493, Top 1 Acc=96.13, Top 5 Acc=99.70
01/23 01:01:08 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(736/1563), Loss=0.0495, Top 1 Acc=96.09, Top 5 Acc=99.69
01/23 01:01:24 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(768/1563), Loss=0.0497, Top 1 Acc=96.04, Top 5 Acc=99.69
01/23 01:01:40 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(800/1563), Loss=0.0501, Top 1 Acc=96.02, Top 5 Acc=99.69
01/23 01:01:56 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(832/1563), Loss=0.0502, Top 1 Acc=96.01, Top 5 Acc=99.69
01/23 01:02:11 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(864/1563), Loss=0.0502, Top 1 Acc=95.99, Top 5 Acc=99.68
01/23 01:02:27 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(896/1563), Loss=0.0504, Top 1 Acc=96.00, Top 5 Acc=99.68
01/23 01:02:43 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(928/1563), Loss=0.0508, Top 1 Acc=95.95, Top 5 Acc=99.66
01/23 01:02:59 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(960/1563), Loss=0.0512, Top 1 Acc=95.89, Top 5 Acc=99.65
01/23 01:03:14 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(992/1563), Loss=0.0513, Top 1 Acc=95.88, Top 5 Acc=99.64
01/23 01:03:30 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1024/1563), Loss=0.0516, Top 1 Acc=95.80, Top 5 Acc=99.65
01/23 01:03:46 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1056/1563), Loss=0.0522, Top 1 Acc=95.72, Top 5 Acc=99.65
01/23 01:04:02 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1088/1563), Loss=0.0525, Top 1 Acc=95.66, Top 5 Acc=99.65
01/23 01:04:17 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1120/1563), Loss=0.0528, Top 1 Acc=95.58, Top 5 Acc=99.65
01/23 01:04:33 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1152/1563), Loss=0.0528, Top 1 Acc=95.59, Top 5 Acc=99.66
01/23 01:04:49 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1184/1563), Loss=0.0530, Top 1 Acc=95.57, Top 5 Acc=99.66
01/23 01:05:05 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1216/1563), Loss=0.0532, Top 1 Acc=95.54, Top 5 Acc=99.65
01/23 01:05:21 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1248/1563), Loss=0.0533, Top 1 Acc=95.52, Top 5 Acc=99.66
01/23 01:05:36 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1280/1563), Loss=0.0534, Top 1 Acc=95.50, Top 5 Acc=99.66
01/23 01:05:52 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1312/1563), Loss=0.0536, Top 1 Acc=95.49, Top 5 Acc=99.66
01/23 01:06:08 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1344/1563), Loss=0.0537, Top 1 Acc=95.48, Top 5 Acc=99.65
01/23 01:06:24 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1376/1563), Loss=0.0537, Top 1 Acc=95.47, Top 5 Acc=99.65
01/23 01:06:39 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1408/1563), Loss=0.0539, Top 1 Acc=95.44, Top 5 Acc=99.65
01/23 01:06:55 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1440/1563), Loss=0.0540, Top 1 Acc=95.41, Top 5 Acc=99.65
01/23 01:07:11 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1472/1563), Loss=0.0541, Top 1 Acc=95.42, Top 5 Acc=99.65
01/23 01:07:27 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1504/1563), Loss=0.0541, Top 1 Acc=95.42, Top 5 Acc=99.65
01/23 01:07:42 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=8, Iteration=(1536/1563), Loss=0.0543, Top 1 Acc=95.40, Top 5 Acc=99.64
01/23 01:08:34 AM | multilayer_inter3_capsnet_cifar10_model Validation - Loss=0.1857, Top 1 Acc=77.150, Top 5 Acc=97.660
01/23 01:08:34 AM | Epoch 8 complete. Saved Checkpoint: /content/drive/MyDrive/MSc_AI/Course/OCOM5300M-AI_Project/code_repository/results/train/cifar10/Trained_multilayer_inter3_capsnet_cifar10_model_Epoch8_of_15.pt
01/23 01:08:35 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(0/1563), Loss=0.0281, Top 1 Acc=100.00, Top 5 Acc=100.00
01/23 01:08:51 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(32/1563), Loss=0.0353, Top 1 Acc=97.35, Top 5 Acc=99.72
01/23 01:09:07 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(64/1563), Loss=0.0346, Top 1 Acc=97.55, Top 5 Acc=99.76
01/23 01:09:22 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(96/1563), Loss=0.0363, Top 1 Acc=97.16, Top 5 Acc=99.65
01/23 01:09:38 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(128/1563), Loss=0.0354, Top 1 Acc=97.29, Top 5 Acc=99.71
01/23 01:09:54 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(160/1563), Loss=0.0352, Top 1 Acc=97.36, Top 5 Acc=99.73
01/23 01:10:10 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(192/1563), Loss=0.0351, Top 1 Acc=97.30, Top 5 Acc=99.71
01/23 01:10:25 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(224/1563), Loss=0.0353, Top 1 Acc=97.22, Top 5 Acc=99.68
01/23 01:10:41 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(256/1563), Loss=0.0350, Top 1 Acc=97.25, Top 5 Acc=99.68
01/23 01:10:57 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(288/1563), Loss=0.0349, Top 1 Acc=97.32, Top 5 Acc=99.69
01/23 01:11:13 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(320/1563), Loss=0.0350, Top 1 Acc=97.41, Top 5 Acc=99.72
01/23 01:11:28 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(352/1563), Loss=0.0350, Top 1 Acc=97.46, Top 5 Acc=99.72
01/23 01:11:44 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(384/1563), Loss=0.0353, Top 1 Acc=97.41, Top 5 Acc=99.71
01/23 01:12:00 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(416/1563), Loss=0.0351, Top 1 Acc=97.48, Top 5 Acc=99.72
01/23 01:12:16 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(448/1563), Loss=0.0353, Top 1 Acc=97.50, Top 5 Acc=99.73
01/23 01:12:31 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(480/1563), Loss=0.0353, Top 1 Acc=97.50, Top 5 Acc=99.73
01/23 01:12:47 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(512/1563), Loss=0.0351, Top 1 Acc=97.52, Top 5 Acc=99.74
01/23 01:13:03 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(544/1563), Loss=0.0351, Top 1 Acc=97.52, Top 5 Acc=99.75
01/23 01:13:19 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(576/1563), Loss=0.0357, Top 1 Acc=97.45, Top 5 Acc=99.75
01/23 01:13:34 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(608/1563), Loss=0.0356, Top 1 Acc=97.45, Top 5 Acc=99.74
01/23 01:13:50 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(640/1563), Loss=0.0357, Top 1 Acc=97.45, Top 5 Acc=99.75
01/23 01:14:06 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(672/1563), Loss=0.0360, Top 1 Acc=97.44, Top 5 Acc=99.74
01/23 01:14:22 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(704/1563), Loss=0.0363, Top 1 Acc=97.40, Top 5 Acc=99.75
01/23 01:14:38 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(736/1563), Loss=0.0368, Top 1 Acc=97.32, Top 5 Acc=99.76
01/23 01:14:53 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(768/1563), Loss=0.0368, Top 1 Acc=97.30, Top 5 Acc=99.76
01/23 01:15:09 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(800/1563), Loss=0.0368, Top 1 Acc=97.31, Top 5 Acc=99.76
01/23 01:15:25 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(832/1563), Loss=0.0370, Top 1 Acc=97.28, Top 5 Acc=99.76
01/23 01:15:41 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(864/1563), Loss=0.0370, Top 1 Acc=97.30, Top 5 Acc=99.77
01/23 01:15:56 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(896/1563), Loss=0.0370, Top 1 Acc=97.29, Top 5 Acc=99.77
01/23 01:16:12 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(928/1563), Loss=0.0374, Top 1 Acc=97.22, Top 5 Acc=99.77
01/23 01:16:28 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(960/1563), Loss=0.0373, Top 1 Acc=97.25, Top 5 Acc=99.78
01/23 01:16:44 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(992/1563), Loss=0.0374, Top 1 Acc=97.25, Top 5 Acc=99.78
01/23 01:17:00 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1024/1563), Loss=0.0374, Top 1 Acc=97.25, Top 5 Acc=99.78
01/23 01:17:15 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1056/1563), Loss=0.0377, Top 1 Acc=97.22, Top 5 Acc=99.78
01/23 01:17:31 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1088/1563), Loss=0.0379, Top 1 Acc=97.20, Top 5 Acc=99.78
01/23 01:17:47 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1120/1563), Loss=0.0380, Top 1 Acc=97.18, Top 5 Acc=99.79
01/23 01:18:03 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1152/1563), Loss=0.0383, Top 1 Acc=97.15, Top 5 Acc=99.78
01/23 01:18:18 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1184/1563), Loss=0.0382, Top 1 Acc=97.16, Top 5 Acc=99.79
01/23 01:18:34 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1216/1563), Loss=0.0383, Top 1 Acc=97.15, Top 5 Acc=99.79
01/23 01:18:50 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1248/1563), Loss=0.0384, Top 1 Acc=97.15, Top 5 Acc=99.79
01/23 01:19:06 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1280/1563), Loss=0.0384, Top 1 Acc=97.15, Top 5 Acc=99.79
01/23 01:19:21 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1312/1563), Loss=0.0386, Top 1 Acc=97.12, Top 5 Acc=99.78
01/23 01:19:37 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1344/1563), Loss=0.0388, Top 1 Acc=97.12, Top 5 Acc=99.79
01/23 01:19:53 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1376/1563), Loss=0.0388, Top 1 Acc=97.13, Top 5 Acc=99.78
01/23 01:20:09 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1408/1563), Loss=0.0389, Top 1 Acc=97.12, Top 5 Acc=99.78
01/23 01:20:25 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1440/1563), Loss=0.0391, Top 1 Acc=97.11, Top 5 Acc=99.77
01/23 01:20:40 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1472/1563), Loss=0.0392, Top 1 Acc=97.10, Top 5 Acc=99.77
01/23 01:20:56 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1504/1563), Loss=0.0393, Top 1 Acc=97.08, Top 5 Acc=99.77
01/23 01:21:12 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=9, Iteration=(1536/1563), Loss=0.0394, Top 1 Acc=97.06, Top 5 Acc=99.77
01/23 01:22:04 AM | multilayer_inter3_capsnet_cifar10_model Validation - Loss=0.1824, Top 1 Acc=78.080, Top 5 Acc=98.160
01/23 01:22:04 AM | Epoch 9 complete. Saved Checkpoint: /content/drive/MyDrive/MSc_AI/Course/OCOM5300M-AI_Project/code_repository/results/train/cifar10/Trained_multilayer_inter3_capsnet_cifar10_model_Epoch9_of_15.pt
01/23 01:22:05 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(0/1563), Loss=0.0119, Top 1 Acc=100.00, Top 5 Acc=100.00
01/23 01:22:21 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(32/1563), Loss=0.0232, Top 1 Acc=98.67, Top 5 Acc=99.81
